lead_id,company_size,industry,annual_revenue_lkr,location,engagement_score,website_visits,email_opens,demo_requested,days_since_first_contact,contact_level,budget_indicated_lkr,competitor_using,referral_source,converted,engagement_demo,budget_revenue_ratio,total_engagement,contact_quality,demo_flag,competitor_flag,company_size_encoded,industry_encoded,location_encoded,contact_level_encoded,referral_source_encoded,model_probability,lead_score,priority,pipeline_stage
LEAD_0040,Medium,Retail,86377658,Kandy,100,30,10,Yes,47,Manager,3581264,No,Website,1,100,0.04146053553037366,50,60,1,0,1,6,4,2,4,90.50654815277622,82.47,HIGH,Converted
LEAD_0041,Large,IT/Software,286253118,Kurunegala,100,38,5,Yes,71,Manager,19455383,Yes,Website,1,100,0.06796566293483775,48,60,1,1,0,4,5,2,4,94.93661643095773,88.66,HIGH,Converted
LEAD_0042,Small,Healthcare,8641688,Galle,79,31,5,No,113,Manager,109629,No,Trade Show,0,0,0.012686061717796139,41,60,0,0,2,3,2,2,3,49.02529901488263,52.17,LOW,Qualified
LEAD_0043,Large,Finance,644685578,Colombo,100,37,15,Yes,79,C-Level,44476768,Yes,Social Media,1,100,0.06898986024937902,67,100,1,1,0,2,1,0,2,92.21126646979917,91.45,HIGH,Converted
LEAD_0044,Medium,Education,98979868,Colombo,100,38,18,Yes,179,Manager,3186186,No,Website,1,100,0.032190242644188585,74,60,1,0,1,1,1,2,4,81.82838314632477,76.74,MEDIUM,Converted
LEAD_0045,Medium,IT/Software,118081360,Kandy,100,21,8,Yes,63,Manager,4917358,No,Referral,1,100,0.041643812015344235,37,60,1,0,1,4,4,2,1,93.05834825519382,83.78,HIGH,Converted
LEAD_0046,Large,Finance,695972779,Jaffna,68,22,10,No,110,Manager,19226838,Yes,Social Media,1,0,0.027625847666053836,42,60,0,1,0,2,3,2,2,87.4080153762816,70.85,MEDIUM,Converted
LEAD_0047,Small,Finance,5704925,Colombo,100,36,12,Yes,48,Employee,163314,No,Website,1,100,0.028626839331483002,60,30,1,0,2,2,1,1,4,72.5256560049714,68.56,LOW,Converted
LEAD_0048,Large,Tourism,988747329,Negombo,100,25,17,No,2,Manager,55134993,Yes,Trade Show,1,0,0.05576246966957676,59,60,0,1,0,7,7,2,3,89.79754893105269,84.26,HIGH,Converted
LEAD_0049,Large,Finance,151116544,Colombo,54,11,7,No,158,Manager,10826986,Yes,Trade Show,1,0,0.0716465956788517,25,60,0,1,0,2,1,2,3,62.25297848309689,61.37,LOW,Converted
LEAD_0050,Large,Finance,602945277,Galle,74,16,12,No,70,C-Level,34850076,Yes,Website,1,0,0.05779973286398306,40,100,0,1,0,2,2,0,4,86.50269439259372,80.42,MEDIUM,Converted
LEAD_0051,Large,Agriculture,406589957,Kurunegala,100,33,7,Yes,118,Manager,15619590,Yes,Trade Show,1,100,0.038416074211060566,47,60,1,1,0,0,5,2,3,97.70447067232932,85.61,HIGH,Converted
LEAD_0052,Medium,Healthcare,107400635,Jaffna,92,28,16,No,31,Manager,2599657,Yes,Cold Call,1,0,0.024205229101250388,60,60,0,1,1,3,3,2,0,73.50942486282409,69.39,MEDIUM,Converted
LEAD_0053,Small,Manufacturing,23404307,Colombo,85,32,5,Yes,139,Employee,570540,No,Website,0,85,0.02437756331013931,42,30,1,0,2,5,1,1,4,57.36498560776769,56.59,LOW,Demo/Trial
LEAD_0054,Small,Retail,19180028,Jaffna,100,48,9,Yes,152,Manager,435693,No,Social Media,1,100,0.022715971910157173,66,60,1,0,2,6,3,2,2,66.76264744832194,67.79,LOW,Converted
LEAD_0055,Medium,Agriculture,114848800,Galle,100,39,0,Yes,46,C-Level,3137672,Yes,Website,1,100,0.027320024002688542,39,100,1,1,1,0,2,0,4,96.7384242998598,87.47,HIGH,Converted
LEAD_0056,Medium,Manufacturing,133102628,Kurunegala,39,8,7,No,80,Manager,2873291,No,Website,1,0,0.021587034167446836,22,60,0,0,1,5,5,2,4,56.363896704996264,47.17,LOW,Converted
LEAD_0057,Small,Healthcare,2309902,Galle,92,28,12,No,59,Manager,63417,No,Trade Show,1,0,0.027454399600329537,52,60,0,0,2,3,2,2,3,50.60446493684038,58.42,LOW,Converted
LEAD_0058,Large,Retail,970256571,Kandy,100,49,2,Yes,129,Manager,56528591,Yes,Website,1,100,0.05826148735429539,53,60,1,1,0,6,4,2,4,93.74676441269739,86.61,HIGH,Converted
LEAD_0059,Large,Healthcare,411024964,Matara,100,48,17,No,54,C-Level,18330302,No,Website,1,0,0.04459656605043443,82,100,0,0,0,3,6,0,4,89.30428927290856,86.34,HIGH,Converted
LEAD_0060,Small,Education,7145118,Anuradhapura,90,42,7,No,129,Manager,164962,Yes,Social Media,1,0,0.023087369153683795,56,60,0,1,2,1,0,2,2,42.005011991920234,52.97,LOW,Converted
LEAD_0061,Small,Manufacturing,3815326,Matara,47,8,2,No,70,C-Level,97148,No,Trade Show,1,0,0.025462561924574224,12,100,0,0,2,5,6,0,3,55.306641137111356,53.22,LOW,Converted
LEAD_0062,Large,Healthcare,632189465,Jaffna,100,28,16,Yes,155,Manager,19554847,No,Website,1,100,0.030931940583774294,60,60,1,0,0,3,3,2,4,96.78576885829665,84.03,HIGH,Converted
LEAD_0063,Small,Agriculture,18022752,Colombo,82,25,4,Yes,179,Manager,458334,No,Cold Call,1,82,0.025430853987734283,33,60,1,0,2,0,1,2,0,59.29934974940312,59.96,LOW,Converted
LEAD_0064,Large,Agriculture,744267911,Galle,100,22,17,Yes,7,C-Level,50004835,Yes,Website,1,100,0.0671866060510748,56,100,1,1,0,0,2,0,4,96.17738591938692,93.17,HIGH,Converted
LEAD_0065,Small,Tourism,6874347,Anuradhapura,55,10,0,Yes,14,Employee,115705,No,Referral,1,55,0.016831414411955868,10,30,1,0,2,7,0,1,1,31.594349076784173,35.07,LOW,Converted
LEAD_0066,Small,Manufacturing,23432455,Anuradhapura,80,25,5,No,14,C-Level,574700,No,Trade Show,1,0,0.02452581154958746,35,100,0,0,2,5,0,0,3,59.968135403500156,63.66,LOW,Converted
LEAD_0067,Small,Education,7029701,Kandy,100,39,11,Yes,167,Manager,183391,Yes,Social Media,1,100,0.026088019093839256,61,60,1,1,2,1,4,2,2,75.85418299568093,72.84,MEDIUM,Converted
LEAD_0068,Medium,IT/Software,79315602,Kandy,100,34,12,Yes,59,C-Level,2508776,Yes,Social Media,0,100,0.03163029599611063,58,100,1,1,1,4,4,0,2,93.92395174477976,86.71,HIGH,Demo/Trial
LEAD_0069,Large,Tourism,500833767,Colombo,94,46,4,No,179,Employee,16731537,Yes,Referral,1,0,0.033407366014505634,54,30,0,1,0,7,1,1,1,84.0658149538947,73.54,MEDIUM,Converted
LEAD_0070,Small,Agriculture,10733995,Kandy,100,44,15,Yes,92,C-Level,138034,Yes,Trade Show,1,100,0.012859516623632057,74,100,1,1,2,0,4,0,3,83.9870935142466,78.92,MEDIUM,Converted
LEAD_0071,Medium,IT/Software,103812943,Galle,62,3,9,Yes,66,Manager,3534415,Yes,Cold Call,1,62,0.03404599526625504,21,60,1,1,1,4,2,2,0,63.00088792858377,58.11,LOW,Converted
LEAD_0072,Large,Retail,800043546,Anuradhapura,38,2,0,Yes,103,Manager,24101041,No,Social Media,1,38,0.0301246614517097,2,60,1,0,0,6,0,2,2,64.81546474859263,52.43,LOW,Converted
LEAD_0073,Medium,Tourism,139535540,Negombo,75,40,0,No,132,Employee,5498045,No,Referral,1,0,0.039402470227997324,40,30,0,0,1,7,7,1,1,61.90299079959433,58.61,LOW,Converted
LEAD_0074,Medium,Education,62367679,Kandy,100,37,19,Yes,29,Employee,1032690,Yes,Website,1,100,0.016558095475092228,75,30,1,1,1,1,4,1,4,90.04377235169984,75.51,MEDIUM,Converted
LEAD_0075,Medium,Retail,145336196,Kandy,87,48,2,No,175,Manager,3348391,No,Cold Call,1,0,0.023038933652571078,52,60,0,0,1,6,4,2,0,65.92207232122246,64.17,LOW,Converted
LEAD_0076,Small,IT/Software,6972893,Matara,97,43,9,No,146,Manager,74867,Yes,Website,1,0,0.010736861911281027,61,60,0,1,2,4,6,2,4,61.15920503782766,62.44,LOW,Converted
LEAD_0077,Medium,Retail,65480218,Kurunegala,100,39,15,No,159,C-Level,1283043,No,Website,1,0,0.019594360244885558,69,100,0,0,1,6,5,0,4,82.3126893171785,79.1,MEDIUM,Converted
LEAD_0078,Medium,Tourism,127271023,Jaffna,52,18,2,No,150,C-Level,3188998,No,Cold Call,1,0,0.025056748188024322,22,100,0,0,1,7,3,0,0,65.34184798939565,59.43,LOW,Converted
LEAD_0079,Medium,Finance,64705788,Galle,96,24,16,No,39,C-Level,2506397,Yes,Website,1,0,0.03873528224808448,56,100,0,1,1,2,2,0,4,83.50084520698195,81.56,MEDIUM,Converted
LEAD_0080,Large,Education,670464990,Anuradhapura,89,33,6,Yes,66,Employee,35101012,No,Website,1,89,0.05235323614383917,45,30,1,0,0,1,0,1,4,90.53401116501941,78.37,MEDIUM,Converted
LEAD_0081,Small,Finance,8510078,Negombo,100,49,11,No,8,Employee,138546,Yes,Trade Show,1,0,0.016280224895679582,71,30,0,1,2,2,7,1,3,60.228799105698094,60.56,LOW,Converted
LEAD_0082,Medium,Retail,56551023,Colombo,87,13,19,No,149,Manager,2543404,No,Trade Show,0,0,0.04497538364645705,51,60,0,0,1,6,1,2,3,59.325018554681485,64.16,LOW,Qualified
LEAD_0083,Large,Manufacturing,415339541,Negombo,79,46,0,No,29,Manager,22840979,Yes,Website,1,0,0.054993509382740155,46,60,0,1,0,5,7,2,4,83.58216856024512,75.79,MEDIUM,Converted
LEAD_0084,Small,Agriculture,17910513,Kurunegala,68,4,17,No,173,C-Level,501542,Yes,Social Media,1,0,0.02800265810350278,38,100,0,1,2,0,5,0,2,58.53637348997026,60.47,LOW,Converted
LEAD_0085,Medium,Finance,133764608,Matara,49,11,1,No,148,C-Level,4850824,No,Trade Show,1,0,0.036263882025775594,13,100,0,0,1,2,6,0,3,75.74249882243627,65.56,LOW,Converted
LEAD_0086,Small,Tourism,4209201,Kurunegala,54,23,0,No,43,C-Level,58438,Yes,Website,1,0,0.01388339167376619,23,100,0,1,2,7,5,0,4,57.16312335706063,54.16,LOW,Converted
LEAD_0087,Medium,Retail,36106355,Jaffna,100,39,15,No,149,C-Level,865436,Yes,Referral,1,0,0.02396907624796033,69,100,0,1,1,6,3,0,1,77.65388057584839,77.42,MEDIUM,Converted
LEAD_0088,Large,Agriculture,158041576,Negombo,79,21,19,No,30,Employee,4405068,No,Website,1,0,0.027872842600146924,59,30,0,0,0,0,7,1,4,88.1987917397977,71.03,MEDIUM,Converted
LEAD_0089,Medium,Education,70238647,Galle,89,41,3,No,138,C-Level,1468978,No,Social Media,1,0,0.020914098460437337,47,100,0,0,1,1,2,0,2,82.32545968496076,76.55,MEDIUM,Converted
LEAD_0090,Medium,Tourism,105248703,Kurunegala,100,24,11,Yes,84,Manager,3758979,Yes,Trade Show,1,100,0.03571520462617763,46,60,1,1,1,7,5,2,3,92.7442609840864,82.73,HIGH,Converted
LEAD_0091,Medium,Tourism,146825763,Anuradhapura,34,6,4,No,172,Employee,3454374,Yes,Referral,1,0,0.023527028948407174,14,30,0,1,1,7,0,1,1,39.10556022272,34.58,LOW,Converted
LEAD_0092,Medium,Tourism,59140419,Anuradhapura,59,3,0,Yes,81,C-Level,2214348,Yes,Trade Show,1,59,0.03744220957510955,3,100,1,1,1,7,0,0,3,73.96795960559113,67.35,LOW,Converted
LEAD_0093,Large,Agriculture,976284039,Jaffna,100,35,18,Yes,67,Manager,56356735,No,Website,1,100,0.05772575673776251,71,60,1,0,0,0,3,2,4,92.28703328730626,85.8,HIGH,Converted
LEAD_0094,Small,Finance,18176044,Colombo,59,16,8,No,145,Employee,530347,No,Referral,0,0,0.02917834985553788,32,30,0,0,2,2,1,1,1,27.316066217874564,35.78,LOW,Engaged
LEAD_0095,Medium,Education,69557200,Kandy,55,7,12,No,141,Employee,3041578,Yes,Referral,0,0,0.04372772274145994,31,30,0,1,1,1,4,1,1,52.24240621994646,49.43,LOW,Qualified
LEAD_0096,Large,Tourism,996813833,Galle,90,27,2,Yes,4,Manager,68073317,Yes,Trade Show,1,90,0.06829090315373773,31,60,1,1,0,7,2,2,3,90.79569723128378,84.14,HIGH,Converted
LEAD_0097,Large,Finance,635978170,Matara,95,47,2,No,147,C-Level,29184073,Yes,Social Media,1,0,0.04588848223219913,51,100,0,1,0,2,6,0,2,93.64370692497818,87.46,HIGH,Converted
LEAD_0098,Large,Agriculture,152754733,Negombo,52,8,8,No,38,C-Level,8758721,No,Social Media,1,0,0.05733845865621422,24,100,0,0,0,0,7,0,2,86.30368708690426,74.75,MEDIUM,Converted
LEAD_0099,Medium,Retail,116285615,Colombo,86,39,5,No,51,Employee,4487604,Yes,Referral,0,0,0.03859122180683121,49,30,0,1,1,6,1,1,1,60.47550461031721,60.53,LOW,Qualified
LEAD_0100,Large,Education,345658228,Galle,100,47,14,Yes,100,Manager,17519141,Yes,Website,1,100,0.0506834194304687,75,60,1,1,0,1,2,2,4,91.54918514855017,84.38,HIGH,Converted
LEAD_0101,Large,Finance,559073058,Jaffna,92,18,2,Yes,118,C-Level,30842673,Yes,Referral,1,92,0.05516751791826191,22,100,1,1,0,2,3,0,1,97.64632871302196,90.1,HIGH,Converted
LEAD_0102,Large,Manufacturing,329664502,Negombo,86,19,13,Yes,91,Employee,11168195,Yes,Cold Call,1,86,0.03387745692474509,45,30,1,1,0,5,7,1,0,94.51143287368856,76.84,MEDIUM,Converted
LEAD_0103,Large,Tourism,707394580,Colombo,46,14,4,No,111,Employee,52685753,Yes,Referral,1,0,0.07447859287460389,22,30,0,1,0,7,1,1,1,43.22508345617128,47.28,LOW,Converted
LEAD_0104,Small,Agriculture,9385799,Colombo,93,27,7,Yes,47,Manager,237539,Yes,Social Media,1,93,0.025308338127810096,41,60,1,1,2,0,1,2,2,77.50445426000793,71.8,MEDIUM,Converted
LEAD_0105,Small,Manufacturing,22450377,Jaffna,84,8,5,Yes,74,C-Level,340797,No,Referral,1,84,0.015180011668400417,18,100,1,0,2,5,3,0,1,86.44423088525063,76.5,MEDIUM,Converted
LEAD_0106,Medium,Education,70174927,Negombo,38,17,5,No,43,Employee,1800036,Yes,Cold Call,1,0,0.02565069963449054,27,30,0,1,1,1,7,1,0,52.904764657149336,42.8,LOW,Converted
LEAD_0107,Small,Finance,22951635,Galle,30,7,4,No,57,Manager,574978,Yes,Cold Call,0,0,0.025051721803186492,15,60,0,1,2,2,2,2,0,22.38171726180726,28.45,LOW,New
LEAD_0108,Medium,Finance,25910425,Kandy,59,8,7,No,101,C-Level,688756,Yes,Trade Show,1,0,0.026582195136428864,22,100,0,1,1,2,4,0,3,80.25795870245,68.87,LOW,Converted
LEAD_0109,Medium,Agriculture,95184434,Negombo,36,4,0,No,115,C-Level,2945936,No,Trade Show,0,0,0.03094976610409044,4,100,0,0,1,0,7,0,3,76.64935208988925,61.97,LOW,New
LEAD_0110,Small,Manufacturing,18674898,Negombo,100,46,17,No,95,Manager,520797,Yes,Social Media,1,0,0.02788754038241385,80,60,0,1,2,5,7,2,2,45.17549926039797,57.77,LOW,Converted
LEAD_0111,Medium,Healthcare,101206190,Matara,89,23,14,No,41,C-Level,1944455,Yes,Social Media,0,0,0.019212806852893023,51,100,0,1,1,3,6,0,2,88.76593708327091,79.51,MEDIUM,Qualified
LEAD_0112,Large,IT/Software,683088893,Negombo,100,24,11,Yes,51,C-Level,27469580,No,Social Media,1,100,0.040213770478897584,46,100,1,0,0,4,7,0,2,98.76235708088477,90.41,HIGH,Converted
LEAD_0113,Large,Education,813258163,Kandy,96,14,12,Yes,113,C-Level,48632094,Yes,Cold Call,1,96,0.05979908490657341,38,100,1,1,0,1,4,0,0,97.18709579222723,91.56,HIGH,Converted
LEAD_0114,Large,Education,842100258,Matara,53,29,0,No,3,Employee,41049597,Yes,Trade Show,1,0,0.04874668611163555,29,30,0,1,0,1,6,1,3,80.39518736971287,63.76,LOW,Converted
LEAD_0115,Small,IT/Software,5051248,Kurunegala,100,48,13,Yes,94,Manager,136750,Yes,Referral,0,100,0.027072512164813097,74,60,1,1,2,4,5,2,1,67.96658214763659,69.04,LOW,Demo/Trial
LEAD_0116,Medium,Tourism,90813495,Negombo,86,41,6,No,84,Manager,1498086,Yes,Website,0,0,0.016496292577482096,53,60,0,1,1,7,7,2,4,78.35046394112972,69.15,LOW,Qualified
LEAD_0117,Large,Healthcare,152149964,Anuradhapura,100,8,19,Yes,149,C-Level,5497202,No,Referral,1,100,0.03613015619162318,46,100,1,0,0,3,0,0,1,97.48498038904533,89.16,HIGH,Converted
LEAD_0118,Large,Healthcare,683460505,Galle,95,15,19,No,56,Manager,27648417,Yes,Referral,1,0,0.04045356938298349,53,60,0,1,0,3,2,2,1,90.51491414799231,81.08,MEDIUM,Converted
LEAD_0119,Medium,IT/Software,45076784,Negombo,94,41,5,No,135,Manager,1851679,No,Trade Show,1,0,0.04107832890034194,51,60,0,0,1,4,7,2,3,75.20794466596847,73.27,MEDIUM,Converted
LEAD_0120,Medium,Agriculture,89333033,Galle,52,3,19,No,147,Employee,2091562,Yes,Cold Call,1,0,0.02341308591399683,41,30,0,1,1,0,2,1,0,48.37777279254888,43.7,LOW,Converted
LEAD_0121,Medium,Agriculture,65969721,Colombo,98,4,19,Yes,154,C-Level,1656884,No,Website,1,98,0.025115825105341508,42,100,1,0,1,0,1,0,4,95.72256981498528,86.13,HIGH,Converted
LEAD_0122,Small,Finance,13302021,Negombo,32,15,0,No,34,Manager,215113,Yes,Website,0,0,0.016171451227490075,15,60,0,1,2,2,7,2,4,38.251382190997326,35.55,LOW,New
LEAD_0123,Medium,Tourism,52650759,Anuradhapura,34,3,6,No,87,Employee,1605937,Yes,Referral,0,0,0.0305016869652024,15,30,0,1,1,7,0,1,1,37.046937446263215,34.6,LOW,New
LEAD_0124,Large,Tourism,745049735,Matara,65,42,1,No,78,Employee,54083422,Yes,Website,0,0,0.07259035120307726,44,30,0,1,0,7,6,1,4,58.07111013675102,59.17,LOW,Qualified
LEAD_0125,Large,Education,996308537,Kurunegala,100,44,17,No,11,C-Level,27676444,No,Cold Call,1,0,0.027778989082596822,78,100,0,0,0,1,5,0,0,95.04033926717008,86.69,HIGH,Converted
LEAD_0126,Large,Healthcare,271260003,Negombo,100,24,16,No,173,C-Level,14654350,Yes,Trade Show,1,0,0.054023261018605606,56,100,0,1,0,3,7,0,3,93.58928128410204,89.9,HIGH,Converted
LEAD_0127,Medium,IT/Software,31250738,Anuradhapura,80,22,11,No,21,C-Level,1290994,No,Cold Call,1,0,0.04131083108146658,44,100,0,0,1,4,0,0,0,69.31145997591506,70.85,MEDIUM,Converted
LEAD_0128,Small,Tourism,13176063,Colombo,92,23,17,No,16,Employee,228203,Yes,Referral,0,0,0.0173195121092308,57,30,0,1,2,7,1,1,1,46.76737065551333,51.98,LOW,Qualified
LEAD_0129,Large,Education,578584822,Matara,55,0,8,No,108,C-Level,24129141,No,Referral,1,0,0.04170372267092806,16,100,0,0,0,1,6,0,1,91.91400589231063,75.96,MEDIUM,Converted
LEAD_0130,Small,Manufacturing,18468777,Kurunegala,77,18,12,No,141,C-Level,425889,Yes,Cold Call,0,0,0.02305994473483844,42,100,0,1,2,5,5,0,0,58.98744389118714,62.2,LOW,Qualified
